Título,Empresa,Localização,Data de Publicação,Faixa Salarial,URL da Vaga
Analista de Automações de Testes Sr,NUCLEA,São Paulo - SP (1),Publicada em 31/08,A combinar,https://www.catho.com.br/vagas/analista-de-automacoes-de-testes-sr/30234170/
Analista de Automação Industrial,VIEMAR,Viamao - RS (1),Publicada em 31/08,A combinar,https://www.catho.com.br/vagas/analista-de-automacao-industrial/30227576/
Pessoa Estagiária em Engenharia - Supply Chain (WPS),CABOT,Maua - SP (1),Publicada em 31/08,A combinar,https://www.catho.com.br/vagas/pessoa-estagiaria-em-engenharia-supply-chain-wps/30226680/
Programador I,SENAI CIMATEC,Salvador - BA (1),Publicada em 31/08,A combinar,https://www.catho.com.br/vagas/programador-i/30231569/
Pessoa Estagiária em Engenharia - Supply Chain (WPS),CABOT,Maua - SP (1),Publicada em 31/08,A combinar,https://www.catho.com.br/vagas/pessoa-estagiaria-em-engenharia-supply-chain-wps/30226680/
Estágio em Desenvolvimento Móvel para Android,SIDI,Campinas - SP (1),Atualizada em 30/08,A combinar,https://www.catho.com.br/vagas/estagio-em-desenvolvimento-movel-para-android/30224974/
Analista de Automações de Testes Sr,NUCLEA,São Paulo - SP (1),Publicada em 31/08,A combinar,https://www.catho.com.br/vagas/analista-de-automacoes-de-testes-sr/30234170/
Engenheiro de Dados,ISH,Vitoria - ES (1),Publicada em 30/08,A combinar,https://www.catho.com.br/vagas/engenheiro-de-dados/30218290/
Estágio em Desenvolvimento - Ribeirão Preto,TARGET SISTEMAS,São Paulo - SP (1),Publicada em 30/08,A combinar,https://www.catho.com.br/vagas/estagio-em-desenvolvimento-ribeirao-preto/30218301/
DevOps SR | Foco em automação e integração,OBJECTIVE,São Paulo - SP (1),Publicada em 30/08,A combinar,https://www.catho.com.br/vagas/devops-sr-foco-em-automacao-e-integracao/30217811/
Desenvolvedor RPA Junior,SMARTHIS,Rio de Janeiro - RJ (1),Publicada em 30/08,A combinar,https://www.catho.com.br/vagas/desenvolvedor-rpa-junior/30219208/
Tech Lead FullStack,SERASA EXPERIAN,São Paulo - SP (1),Atualizada em 29/08,A combinar,https://www.catho.com.br/vagas/tech-lead-fullstack/30214009/
Coordenador(a) de Sistemas,MILLS ESTRUTURAS,São Paulo - SP (1),Publicada em 30/08,A combinar,https://www.catho.com.br/vagas/coordenadora-de-sistemas/30216433/
Estágio em TI (Análise de Requisitos),GRUPO EDUCAVIX,Vitoria - ES (1),Publicada em 30/08,A combinar,https://www.catho.com.br/vagas/estagio-em-ti-analise-de-requisitos/30215778/
Analista de CRM (Growth),B4A GROUP,São Paulo - SP (1),Publicada em 30/08,A combinar,https://www.catho.com.br/vagas/analista-de-crm-growth/30216086/
Analista de Qualidade Jr,FITBANK,Fortaleza - CE (1),Publicada em 29/08,A combinar,https://www.catho.com.br/vagas/analista-de-qualidade-jr/30204853/
ESPECIALISTA DE BI,CONCENTRIX,Curitiba - PR (1),Publicada em 28/08,A combinar,https://www.catho.com.br/vagas/especialista-de-bi/30200252/
Estagiário Curso Superior - Sistemas de Informação.,CISER,Joinville - SC (1),Publicada em 28/08,A combinar,https://www.catho.com.br/vagas/estagiario-curso-superior-sistemas-de-informacao/30195506/
Estagiário Curso Superior - Sistemas de Informação.,CISER,Joinville - SC (1),Publicada em 28/08,A combinar,https://www.catho.com.br/vagas/estagiario-curso-superior-sistemas-de-informacao/30195506/
Solutions Architect Principal,CSG INTERNATIONAL,São Paulo - SP (1),Atualizada em 27/08,A combinar,https://www.catho.com.br/vagas/solutions-architect-principal/30190194/
Especialista em Monitoramento,ILHA SERVICE,Brasilia - DF (1),Publicada em 23/08,"De R$ 7.001,00 a R$ 8.000,00",https://www.catho.com.br/vagas/especialista-em-monitoramento/30143228/
Analista Desenvolvedor de Sistemas,ILHA SERVICE,Manaus - AM (1),Publicada em 23/08,"De R$ 5.001,00 a R$ 6.000,00",https://www.catho.com.br/vagas/analista-desenvolvedor-de-sistemas/30143211/
Junior Legal Operations Engineer (LATAM),MEDIAMONKS SP,São Paulo - SP (1),Atualizada em 22/08,A combinar,https://www.catho.com.br/vagas/junior-legal-operations-engineer-latam/30135612/
DevOps,ERICSSON GESTÃO E SERVIÇOS,Rio de Janeiro - RJ (1),Atualizada em 22/08,A combinar,https://www.catho.com.br/vagas/devops/30135323/
QA Engineer - Junior,NETCRACKER,São Paulo - SP (1),Atualizada em 21/08,A combinar,https://www.catho.com.br/vagas/qa-engineer-junior/30123646/
Motion Designer,MEDIAMONKS SP,São Paulo - SP (1),Atualizada em 21/08,A combinar,https://www.catho.com.br/vagas/motion-designer/30123784/
Technical Architect,ZENDESK BRASIL SOFTWARE CORPORATIVO,São Paulo - SP (1),Atualizada em 20/08,A combinar,https://www.catho.com.br/vagas/technical-architect/30113994/
Lead Data Engineer/Data Engineer Tech Lead (Inglês fluente),OBJECTIVE,São Paulo - SP (1),Publicada em 21/08,A combinar,https://www.catho.com.br/vagas/lead-data-engineer-data-engineer-tech-lead-ingles-fluente/30117071/
Developer for Datasphere - Cloud Integration for Data Services,SAP,São Leopoldo - RS (1),Atualizada em 19/08,A combinar,https://www.catho.com.br/vagas/developer-for-datasphere-cloud-integration-for-data-services/30101070/
Desenvolvedor RPA Pleno - Foco em UiPath,SMARTHIS,Rio de Janeiro - RJ (1),Publicada em 19/08,A combinar,https://www.catho.com.br/vagas/desenvolvedor-rpa-pleno-foco-em-uipath/30093558/
SENIOR IT TECHNICAL ANALYST FOR ADVANCED PLANNING SYSTEMS (27397),ROBERT BOSCH,Campinas - SP (1),Atualizada em 16/08,A combinar,https://www.catho.com.br/vagas/senior-it-technical-analyst-for-advanced-planning-systems-27397/30078856/
Lead Software Architect,APM TERMINALS PECEM,São Paulo - SP (1),Atualizada em 16/08,A combinar,https://www.catho.com.br/vagas/lead-software-architect/30079174/
DevSecOps Analyst (HCM) - 9264,SENIOR SISTEMAS,Blumenau - SC (1),Publicada em 17/08,A combinar,https://www.catho.com.br/vagas/devsecops-analyst-hcm-9264/30083408/
Pessoa Desenvolvedora Full-Stack Junior,VINDI TECNOLOGIA E MARKETING S.A,São Paulo - SP (1),Publicada em 15/08,A combinar,https://www.catho.com.br/vagas/pessoa-desenvolvedora-full-stack-junior/30060596/
Software Engineering Team Leader - Brazil (Full Remote),DLOCAL,Barueri - SP (1),Atualizada em 12/08,A combinar,https://www.catho.com.br/vagas/software-engineering-team-leader-brazil-full-remote/30036664/
Technical Support EngineerNew,ADYEN LATIN AMERICA,São Paulo - SP (1),Atualizada em 12/08,A combinar,https://www.catho.com.br/vagas/technical-support-engineernew/30036924/
Senior Developer - Datasphere,SAP,São Leopoldo - RS (1),Atualizada em 07/08,A combinar,https://www.catho.com.br/vagas/senior-developer-datasphere/29994947/
HEAD DE ARQUITETURA,SOLIDES TECNOLOGIA,Belo Horizonte - MG (1),Publicada em 08/08,A combinar,https://www.catho.com.br/vagas/head-de-arquitetura/29995857/
Arquitetura de Soluções,NTCONSULT,São Paulo - SP (1),Atualizada em 06/08,A combinar,https://www.catho.com.br/vagas/arquitetura-de-solucoes/29983802/
Pessoa Desenvolvedora Salesforce | Plataforma de Vendas B2B,GLOBO.COM,Rio de Janeiro - RJ (1),Atualizada em 05/08,A combinar,https://www.catho.com.br/vagas/pessoa-desenvolvedora-salesforce-plataforma-de-vendas-b2b/29970994/
Pessoa Desenvolvedora Back-end Sênior | Jornada de Vendas,GLOBO.COM,São Paulo - SP (1),Atualizada em 05/08,A combinar,https://www.catho.com.br/vagas/pessoa-desenvolvedora-back-end-senior-jornada-de-vendas/29971448/
ESPECIALISTA DE SOFTWARE - GENEXUS,SOLIDES TECNOLOGIA,São Paulo - SP (1),Publicada em 01/08,A combinar,https://www.catho.com.br/vagas/especialista-de-software-genexus/29926560/
Tecnico em Tecnologia da Informação,Teleguardian Ltda,Pouso Alegre - MG (1),Publicada em 01/08,A combinar,https://www.catho.com.br/vagas/tecnico-em-tecnologia-da-informacao/29935625/
Desenvolvedor(a) Front End - Sênior,SANKHYA,Curitiba - PR (1),Publicada em 30/07,A combinar,https://www.catho.com.br/vagas/desenvolvedora-front-end-senior/29897078/
Software Engineering Specialist (Golang ),DOCK,São Bernardo do Campo - SP (1),Publicada em 27/07,A combinar,https://www.catho.com.br/vagas/software-engineering-specialist-golang-/29869149/
7238981 - Desenvolvedor Full-Stack Pl,MTP DO BRASIL,São Paulo - SP (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/7238981-desenvolvedor-full-stack-pl/29856999/
Analista de Qualidade,VITRU EDUCATION,Indaial - SC (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/analista-de-qualidade/29857148/
SR Data Architect (Inglês fluente),OBJECTIVE,São Paulo - SP (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/sr-data-architect-ingles-fluente/29859754/
7238981 - Desenvolvedor Full-Stack Pl,MTP DO BRASIL,São Paulo - SP (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/7238981-desenvolvedor-full-stack-pl/29856999/
Analista de Qualidade,VITRU EDUCATION,Indaial - SC (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/analista-de-qualidade/29857148/
SR Data Architect (Inglês fluente),OBJECTIVE,São Paulo - SP (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/sr-data-architect-ingles-fluente/29859754/
Especialista de Nuvem de Pontos,RADIX ENGENHARIA E SOFTWARE,Rio de Janeiro - RJ (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/especialista-de-nuvem-de-pontos/29859929/
Analista SRE,ZG SOLUÇÕES,Goiania - GO (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/analista-sre/29860191/
SAP Digital Core: SAP AppDev consultant/developer (Sr/Pl),TECH MAHINDRA,São Paulo - SP (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/sap-digital-core-sap-appdev-consultant-developer-sr-pl/29846230/
SAP Digital Core: SAP Integration consultant/developer (Pl/Sr),TECH MAHINDRA,São Paulo - SP (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/sap-digital-core-sap-integration-consultant-developer-pl-sr/29849362/
Senior MLOps Engineer,WILL FINANCEIRA S.A,São Paulo - SP (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/senior-mlops-engineer/29862363/
Senior Software Engineer [Backops],WILL FINANCEIRA S.A,São Paulo - SP (1),Publicada em 26/07,A combinar,https://www.catho.com.br/vagas/senior-software-engineer-backops/29846604/
Analista de Sistemas full stack,LYNX,Belo Horizonte - MG (1),Atualizada em 22/08,A combinar,https://www.catho.com.br/vagas/analista-de-sistemas-full-stack/29832900/
Estágio Técnico em Tecnologia da Informação,DIRECIONAL ENGENHARIA,Belo Horizonte - MG (1),Atualizada em 27/08,A combinar,https://www.catho.com.br/vagas/estagio-tecnico-em-tecnologia-da-informacao/29831679/
Coordenação de Arquitetura de Sistemas,AREZZO,Campo Bom - RS (1),Publicada em 17/07,A combinar,https://www.catho.com.br/vagas/coordenacao-de-arquitetura-de-sistemas/29674334/
Auxiliar de Implementação de E-Commerce e Marketplaces,Effect E-commerce e Publicidade Ltda,São Paulo - SP (1),Publicada em 16/07,A combinar,https://www.catho.com.br/vagas/auxiliar-de-implementacao-de-e-commerce-e-marketplaces/29659397/
